frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
209,504.0,[1054.5169292938986 800.5129197968079 1431.645666221336 1077.0115841424536],[1184.9923095703125 1003.7100219726562 1317.595947265625 1050.530029296875],0.6287182569503784,AP05JED,0.24235267167663901
210,504.0,[1055.1717857966582 803.7337480924427 1433.1135406813346 1075.5677583319743],[1193.9110107421875 1002.9876708984375 1325.239013671875 1050.0689697265625],0.6303372383117676,AP05JEO,0.32278033266922473
211,511.0,[435.3183847624803 724.5193279175533 752.3604897761229 997.5244130364069],[535.7807006835938 887.3786010742188 637.719970703125 934.3685913085938],0.6775317192077637,KR05ZZK,0.42535037347638227
211,504.0,[1054.609587949268 806.4316989327609 1431.95924234352 1076.947847659574],[1189.28515625 1008.2971801757812 1324.646240234375 1051.7242431640625],0.5381200909614563,AP05JEO,0.5296059996562418
212,511.0,[430.41193590745 726.8279121416199 750.439447492429 1000.8260025790962],[534.8065795898438 892.9352416992188 635.250732421875 938.2846069335938],0.6741433143615723,KN05ZZK,0.12903940884580273
212,504.0,[1056.2172574518054 810.6766129137295 1434.3137011178878 1078.194907848662],[1190.9688720703125 1009.7308959960938 1310.926025390625 1056.9481201171875],0.6177142858505249,AP05JEO,0.8414760197778359
213,511.0,[427.98942500357145 729.3463658607554 750.6743137841501 1003.886755375097],[527.9491577148438 891.784423828125 635.8612670898438 941.2906494140625],0.6479460000991821,KR05ZZK,0.10161700507932647
213,504.0,[1056.9059644202125 813.9071698463213 1433.8422970052052 1078.980078034261],[1191.1546630859375 1013.688232421875 1325.1357421875 1061.7669677734375],0.6282230019569397,AP05JEO,0.30723181275062417
214,504.0,[1055.630673104617 817.3971727053577 1431.926428157135 1079.882789568135],[1192.7156982421875 1016.9661254882812 1322.3565673828125 1065.978271484375],0.5179421901702881,AP05JEO,0.3480082401881093
215,511.0,[423.84167320342726 736.4549782533337 748.2349528180782 1013.0755312453256],[525.631591796875 903.4332275390625 625.6388549804688 951.541259765625],0.6303399801254272,KK05ZZK,0.2187810571735058
215,504.0,[1056.0575726409222 821.5228672611825 1432.0591522786701 1079.949695704099],[1190.217041015625 1026.5849609375 1335.591796875 1070.5474853515625],0.6207295060157776,AP05JEO,0.6053914867119211
216,504.0,[1055.9565363294603 824.7155403684086 1432.0976371674612 1079.4810103141854],[1187.9906005859375 1027.0096435546875 1334.6099853515625 1075.7652587890625],0.6653430461883545,AP05JEO,0.3266013894322198
217,511.0,[417.6132021137346 744.1129675853446 744.0280881277808 1022.7691318661545],[526.0790405273438 911.9382934570312 624.774169921875 957.0029296875],0.6394787430763245,KH05ZZK,0.5955651873424884
217,504.0,[1060.641192450152 828.441617436279 1435.9899251284176 1079.3278056900642],[1188.225341796875 1035.5333251953125 1325.697265625 1077.9390869140625],0.6188453435897827,AP05JEO,0.38668204853276494
218,-1,[-1 -1 -1 -1],[1179.23583984375 1037.27490234375 1336.801025390625 1080.0],0.3046264052391052,AP05JEO,0.38426327626689194
221,511.0,[411.0624691522146 758.3823293821673 740.4107830866546 1037.647837205277],[513.7284545898438 925.339599609375 620.1984252929688 973.740966796875],0.5814273357391357,KM05ZZK,0.26474224976469407
222,511.0,[409.69423297655396 760.7281139991414 738.7528412696803 1041.0577977729447],[514.010986328125 929.54736328125 617.7363891601562 975.750732421875],0.62957763671875,KH05ZZK,0.2065915429139379
224,511.0,[403.72378464006465 767.0044176441648 734.2352857695805 1049.3786968796026],[504.7909240722656 937.7710571289062 615.741455078125 986.8960571289062],0.6520701050758362,KN05ZZK,0.10498552820954186
231,511.0,[385.21007043997764 788.1434384393842 724.6375680895371 1075.2785093684984],[497.64111328125 963.2656860351562 603.3336791992188 1013.3589477539062],0.6815280318260193,KN05ZZR,0.292853769609018
232,511.0,[384.068609215993 791.3940183240533 722.8585339907403 1076.5905771764637],[494.3946533203125 968.0985717773438 601.5986938476562 1018.4827880859375],0.6700441241264343,KH05ZZK,0.13647238342357043
233,511.0,[379.52326054558176 794.2021047565491 721.6276014376283 1076.4312354053477],[490.7194519042969 972.8990478515625 602.7440795898438 1023.5614013671875],0.6584226489067078,KH05ZZK,0.3425682479651566
234,511.0,[375.17356164004184 796.9083816101947 722.7295857455944 1076.8294405607887],[490.9296569824219 976.5501708984375 600.0062866210938 1026.2669677734375],0.6758469939231873,KM05ZZK,0.46759841796167073
235,511.0,[373.7843381991879 800.6747508994088 721.9529102756328 1077.6468420878361],[489.109130859375 982.3317260742188 598.7471923828125 1031.2735595703125],0.6897847652435303,RH05ZZK,0.35429849269278246
236,511.0,[374.65382457853093 804.6867659584746 720.8704482486421 1078.5372905501697],[485.1698913574219 984.9387817382812 596.2489624023438 1037.2318115234375],0.7003359794616699,RH05ZZK,0.26061760892449554
237,511.0,[372.6562389647329 807.0265916781368 719.6352332634171 1078.1279986311733],[482.7886047363281 987.9234008789062 592.3475341796875 1039.3236083984375],0.7079985737800598,KH05ZZK,0.23783617929089956
238,511.0,[371.09671381197563 809.0877122002742 721.0638054586361 1077.5853511956582],[480.63275146484375 992.49169921875 594.9044799804688 1044.5284423828125],0.6813574433326721,RN05ZZK,0.42651427329339714
248,831.0,[1157.3886473296554 555.8073788348829 1427.4667962731708 776.1119694201352],[1264.8319091796875 696.5974731445312 1329.2095947265625 733.827392578125],0.35613206028938293,EY61RBC,0.18181964592070862
261,831.0,[1165.749212488359 579.0046807139913 1443.1910749347514 817.7191982606632],[1273.8907470703125 714.5081176757812 1340.361328125 761.0403442382812],0.33144739270210266,EY61NBC,0.08066688898972282
264,831.0,[1166.6945071565601 586.5503167589617 1448.615890221461 828.0602251439478],[1276.6131591796875 723.9287719726562 1344.3272705078125 774.7108764648438],0.3072200119495392,EY61MBG,0.3205576238184178
268,831.0,[1167.951705969174 595.6538120303061 1456.574999888215 846.4630392692585],[1282.31494140625 717.1817626953125 1348.84130859375 774.5337524414062],0.2823711335659027,ET61RBG,0.21429887568478945
269,831.0,[1166.8779578931274 597.1443419430032 1454.284151537682 851.4022580486542],[1277.6771240234375 742.2916259765625 1354.085205078125 784.5703125],0.3209672272205353,EY61RBG,0.2409959895890734
270,831.0,[1167.417972633121 597.157791898826 1454.239296568331 852.4564308638428],[1279.7960205078125 742.8477783203125 1356.8939208984375 785.9993286132812],0.35592880845069885,EY61NBG,0.11553356400315488
271,518.0,[459.6615767239723 741.2111724043588 776.5784316742047 1029.9640776296762],[566.0062866210938 935.877685546875 660.0626220703125 979.121337890625],0.31489890813827515,FJ14ZHY,0.2194890393809849
272,518.0,[457.2015118152349 746.1679209747791 774.4520726841472 1035.9758496576014],[564.0595703125 931.7459716796875 661.5601196289062 982.5115966796875],0.6995644569396973,FJ14ZHY,0.40187778184092426
272,831.0,[1168.1189230223583 602.1403714786992 1458.0993877470603 860.6415350497838],[1283.2410888671875 739.736572265625 1347.109375 781.629638671875],0.27403524518013,EY61NBC,0.32779713647593145
273,831.0,[1170.0150485838644 602.4112603223318 1462.9908010595673 861.8421045812202],[1286.3756103515625 738.33984375 1352.2415771484375 783.64892578125],0.26496219635009766,EY61NBG,0.22307802390601042
274,518.0,[449.5734340463391 752.4303387941752 771.6689822749522 1043.1317422672798],[556.2838134765625 935.8357543945312 657.4393310546875 985.1779174804688],0.6745143532752991,IF34ZHY,0.1673326158649896
274,831.0,[1170.8687430332661 604.6800231473557 1466.8571010983 865.5830691213072],[1286.0299072265625 727.3938598632812 1353.4090576171875 795.1959838867188],0.34457290172576904,EY61NBG,0.3112227331540472
275,518.0,[448.957812236563 758.1734853048436 771.659947050085 1047.9261131315347],[550.95654296875 940.540283203125 657.64697265625 990.472412109375],0.6543642282485962,FJ14ZHY,0.5705294230013727
277,831.0,[1170.0942810175193 610.1082211551147 1464.0429337950177 870.9421305585417],[1282.3245849609375 744.9857177734375 1360.968017578125 801.7786254882812],0.4574982821941376,EY61NEG,0.32986531384199635
279,518.0,[439.3145473892296 770.3960881518826 766.5606946831849 1060.9046123018757],[550.6800537109375 956.0817260742188 651.7610473632812 1007.4146118164062],0.6963759660720825,FJ14ZHY,0.35186476932118244
279,831.0,[1171.7359245545676 615.1610808810914 1469.3633982225365 875.0980111753644],[1282.774169921875 754.560302734375 1363.2315673828125 804.6319580078125],0.44986459612846375,EY61NUG,0.18232964836816273
281,518.0,[431.4752991374513 776.7011885738622 764.2816590616168 1070.7378905938713],[547.1990356445312 964.4269409179688 648.0440063476562 1014.4978637695312],0.6867585778236389,FJ14ZHY,0.46840104488580225
281,831.0,[1171.7385892797404 618.4362841407631 1472.2964545931443 880.6871628481331],[1282.634521484375 768.6637573242188 1361.0450439453125 809.4047241210938],0.5225511789321899,EV61NBC,0.5246241730545811
284,518.0,[425.05676489260827 783.9217211810055 762.5644415467914 1077.2062788266626],[538.7864990234375 978.46875 646.564208984375 1028.9769287109375],0.6983526349067688,FJ14ZHY,0.3346298642661958
285,831.0,[1173.5130065885871 624.1452640015236 1482.2726522119349 891.1663380185228],[1289.780029296875 779.3410034179688 1368.345458984375 823.5516357421875],0.5097214579582214,EY61NUG,0.10619716202726955
286,518.0,[423.6978763538807 788.7216083401183 762.0833756666646 1077.2928700208015],[538.229248046875 985.4091796875 640.2810668945312 1035.906005859375],0.7146599888801575,FJ14ZHY,0.298304073379942
286,831.0,[1172.975304820753 625.7564703440539 1482.9468376452555 894.0909451543234],[1287.3233642578125 766.9462280273438 1369.8951416015625 824.7826538085938],0.5648906826972961,EY61NEG,0.12387459509140081
288,518.0,[420.20198003556686 794.5790026461493 761.9262568722176 1077.651893002438],[534.2437133789062 994.4015502929688 642.9929809570312 1046.68212890625],0.6985129714012146,FJ14ZHY,0.4011715452862224
289,518.0,[422.33645240000055 798.1895532952171 761.6275226731486 1077.0185728596807],[532.8939208984375 1000.1004638671875 639.2337036132812 1048.9033203125],0.7066315412521362,FJ14ZHY,0.35461081549191137
289,831.0,[1173.3831152879661 632.9252800801717 1483.8060943311525 904.2765453744664],[1287.9884033203125 783.5982055664062 1369.9552001953125 830.82275390625],0.4758538007736206,EY61NEG,0.4665717331076166
290,831.0,[1174.5317494901833 636.0944071840935 1486.3960373946438 907.8672724397562],[1289.7322998046875 792.7071533203125 1367.5858154296875 833.6070556640625],0.5835972428321838,EY61NBG,0.671323200876946
292,518.0,[410.4330371438376 809.1200581139728 756.153671302363 1076.777619507852],[526.665771484375 1010.0592041015625 634.2881469726562 1061.1273193359375],0.7255582809448242,FJ16ZHY,0.2777923721724793
292,831.0,[1173.9472219617655 638.1859734290081 1485.2159850392527 910.2425302917659],[1297.314697265625 790.4044189453125 1375.984619140625 839.4561767578125],0.5842359662055969,EY61NBG,0.443252269183435
293,518.0,[408.1498155460269 813.78265353392 755.1836359371032 1079.3612815282431],[523.6380615234375 1015.7959594726562 633.3072509765625 1068.400634765625],0.6935653686523438,FJ14ZHY,0.3789072414871944
294,518.0,[406.6374177645416 817.2701072184926 754.5064494355447 1080.9768682721392],[523.3258056640625 1019.681396484375 630.2614135742188 1068.023193359375],0.6979634165763855,FJ14ZHY,0.41431888142003354
294,831.0,[1175.3984337146715 641.8562717622123 1488.7144670421228 917.3636851585685],[1295.0548095703125 800.4819946289062 1380.9669189453125 848.1981811523438],0.5735034346580505,EY61NBG,0.2704552050425856
295,518.0,[405.04887028855626 820.388389030923 753.8304336525813 1081.6392066036988],[521.9209594726562 1025.2757568359375 631.4742431640625 1076.0677490234375],0.7191578149795532,FJ14ZHY,0.4284706329723799
296,518.0,[403.2256239164486 824.6661793058113 753.3436083706428 1082.3975971635962],[523.54638671875 1031.1224365234375 627.297607421875 1080.0],0.7114206552505493,FJ14ZHY,0.4433000753772266
296,831.0,[1176.7426210948402 647.7159573613117 1491.1540256219932 923.9541912156762],[1297.34619140625 810.852783203125 1382.4012451171875 851.4965209960938],0.506472110748291,EY61NDC,0.4967860719412949
298,831.0,[1179.1616836686508 653.5076091330286 1493.94419340878 929.1537612317959],[1294.9339599609375 816.8831176757812 1385.208984375 858.8959350585938],0.6207807660102844,EY61NBG,0.2743399891349984
303,831.0,[1182.499140318882 663.7605738912424 1498.7405247096676 947.2466653213061],[1300.020263671875 834.8831176757812 1389.5064697265625 873.5088500976562],0.5790939331054688,EY61NBG,0.7764522042391033
304,831.0,[1182.0017215424268 666.1082061380151 1498.332318272885 951.9623132151117],[1300.7647705078125 833.8181762695312 1391.118896484375 877.0109252929688],0.60318922996521,EY61NBD,0.2700994927459521
305,831.0,[1182.647564926715 668.0581410080962 1499.4155930879956 956.5233442658749],[1301.421142578125 840.6925659179688 1391.038330078125 881.910888671875],0.6046014428138733,EY61NDG,0.19766089845845175
309,831.0,[1187.953437290742 680.7365173221798 1511.344863108804 972.6242383179166],[1304.57861328125 848.791259765625 1395.1519775390625 896.8125],0.5678173899650574,EV61NBT,0.16980131572260912
310,831.0,[1188.6712075662613 683.7261349078548 1513.4980649192048 976.9341993051972],[1306.3751220703125 846.9699096679688 1395.0831298828125 897.5967407226562],0.6226814985275269,EY61NBG,0.3517477791108627
313,831.0,[1188.7541767530904 693.0056991752152 1517.3619636322444 988.4822282886829],[1308.7939453125 866.2388305664062 1401.7196044921875 907.5433959960938],0.6190585494041443,EY61NBG,0.5650621254101189
314,831.0,[1189.9606510953108 696.5317318562229 1520.0414158970211 993.6923463697026],[1308.4036865234375 865.6248779296875 1403.8499755859375 914.331298828125],0.6789546012878418,EY61RBG,0.21204741611161432
315,831.0,[1190.4568909996776 697.9670810165087 1521.1237562710623 996.2322739989672],[1311.4130859375 859.7457275390625 1403.732666015625 915.6234741210938],0.620493471622467,EY61RBG,0.28070119365524
316,831.0,[1190.6705481905753 700.6437998286611 1523.7579098482563 999.3306730169767],[1308.4920654296875 873.0087890625 1406.257568359375 922.6234130859375],0.621408998966217,EY51NBG,0.3992641874864777
317,831.0,[1191.4666596248187 704.6027128576297 1526.3835415749588 1002.9898590421685],[1310.970947265625 880.7723388671875 1408.603271484375 922.369873046875],0.5325483083724976,EY61NBG,0.475054916749995
319,831.0,[1192.4423776256037 710.9436926988751 1530.1247113961279 1010.7360631449349],[1313.963134765625 890.3681030273438 1407.7259521484375 930.9768676757812],0.623310923576355,EY61NBG,0.32704079327369345
321,831.0,[1194.2474576172385 714.707017534751 1535.007447379573 1017.8974942247951],[1316.6162109375 891.2990112304688 1413.609375 938.5354614257812],0.6733388900756836,EY51NBG,0.28204661781157786
322,831.0,[1195.5623937978485 716.0313621512594 1537.428189915809 1021.2160418622939],[1320.60888671875 889.4886474609375 1414.760009765625 942.944091796875],0.521867573261261,EY61NBG,0.4811973807629709
323,831.0,[1195.940162716482 718.6970458151745 1537.408648655029 1025.23718076429],[1321.0247802734375 896.6233520507812 1415.59130859375 945.0653686523438],0.6189624071121216,EY61NBG,0.613567260373233
324,831.0,[1195.5311806512966 721.4691811976103 1535.6145959882026 1028.9610509646104],[1326.551513671875 904.3128662109375 1416.2015380859375 946.6005249023438],0.5928183794021606,EY61NBG,0.48287483216633337
326,831.0,[1197.258792246132 730.584860771065 1537.4955822694624 1039.4557302372548],[1322.54052734375 912.7723388671875 1416.2362060546875 956.1265869140625],0.6453893184661865,EY61NBG,0.5879295422475136
327,831.0,[1197.2267831081965 733.1265319539198 1537.9137569817897 1042.619240173795],[1320.35107421875 915.16552734375 1414.5899658203125 957.8074951171875],0.665804386138916,EY61NBG,0.1173826877738028
328,831.0,[1198.8910966177348 735.8373277827695 1541.357213016345 1045.9578799040091],[1324.272216796875 908.3812866210938 1420.201171875 966.4074096679688],0.6631056070327759,EY61NBG,0.5716662955076315
329,831.0,[1200.81337287891 739.5601792495452 1545.3799326869887 1050.4080355662084],[1324.814208984375 917.2335205078125 1422.5570068359375 969.7869873046875],0.5961559414863586,FY61NBG,0.4264104061973584
330,831.0,[1201.7858328053835 742.6561772169568 1548.401524569188 1054.1888252240005],[1328.3515625 920.4624633789062 1424.23876953125 970.7523803710938],0.6135314106941223,EY61NBC,0.30692941462365053
331,831.0,[1202.0730954695919 747.1269156654696 1550.750789751296 1059.1999025298594],[1329.896484375 922.841552734375 1423.5452880859375 978.3472290039062],0.2748791575431824,EY61NBG,0.20590759088412902
332,831.0,[1203.9673828096145 751.9089494994441 1556.3739888845487 1063.6177464931914],[1324.975341796875 935.7854614257812 1428.4229736328125 980.6898803710938],0.6710828542709351,EY61NBG,0.6416945817590597
333,831.0,[1204.106922391616 755.1148903832603 1559.3612649526362 1066.5113256184102],[1328.3148193359375 938.1663208007812 1429.988525390625 984.4403686523438],0.6899169683456421,EY61MBG,0.17439081558664507
336,831.0,[1204.7345182920424 761.8454763198704 1564.685906537906 1073.5763301228435],[1332.42626953125 952.4033203125 1431.4984130859375 993.895751953125],0.6291513442993164,EV61NBC,0.3377589217634293
337,831.0,[1203.8150939167958 763.1372052495142 1562.4139670553673 1074.6679792407806],[1334.659912109375 955.127197265625 1433.353759765625 999.7818603515625],0.6546627879142761,EY61NBG,0.5371076800236293
339,831.0,[1207.6643518215992 766.2277495266295 1568.7830385257707 1074.4216159127368],[1336.118896484375 962.5946655273438 1435.8026123046875 1006.2924194335938],0.6851702928543091,EY61NBG,0.3768826104336352
342,831.0,[1212.4380252831554 777.5961568349566 1576.4716794532158 1074.5148762078297],[1341.0474853515625 979.2394409179688 1446.335693359375 1022.2283935546875],0.6985496282577515,EY61NBG,0.6837249039490809
343,831.0,[1212.4829994433185 781.3224795009719 1578.4512296158214 1075.2250300542526],[1340.1737060546875 982.9776000976562 1442.1441650390625 1026.010986328125],0.6977147459983826,EY61NBG,0.7377984772164775
347,831.0,[1215.8129120930444 795.598509961135 1585.3077347606059 1076.6948338018688],[1344.5028076171875 999.9428100585938 1453.1290283203125 1048.3433837890625],0.7208536267280579,EY61NBG,0.5142399872783635
349,831.0,[1217.44071364726 802.9200706340982 1590.9071271272874 1078.006312197704],[1348.5860595703125 1007.8909301757812 1454.07421875 1053.9205322265625],0.7189601063728333,EY61NBG,0.6694475852070899
350,831.0,[1220.0767967072056 805.3557114803964 1596.8345280661106 1077.5749943354713],[1347.9180908203125 1010.703369140625 1456.3541259765625 1061.677734375],0.7377884387969971,EY61NBG,0.7468215187497727
351,831.0,[1221.6139573637404 807.0234247428757 1601.738365194671 1075.5407590383438],[1347.3843994140625 1014.4832763671875 1459.606201171875 1067.097900390625],0.6966644525527954,EY61NBG,0.6638314421915987
352,831.0,[1223.160308675922 810.2505101948952 1604.8942157178794 1074.8343874024965],[1351.6063232421875 1026.204345703125 1460.35400390625 1069.9676513671875],0.6913701295852661,EY61MBG,0.38188615006633914
353,-1,[-1 -1 -1 -1],[1354.7530517578125 1029.8570556640625 1462.95703125 1074.93359375],0.6820386052131653,EY61MBG,0.6041314645795988
355,-1,[-1 -1 -1 -1],[1357.137451171875 1035.4498291015625 1463.0888671875 1080.0],0.7030631899833679,EY61NBG,0.4939409160025406
356,-1,[-1 -1 -1 -1],[1361.3675537109375 1043.4102783203125 1462.4549560546875 1080.0],0.5806319117546082,EY61NBG,0.48571475078326964
